ENSEMBL	SYMBOL	KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000024526.16	DEPDC1	4426	3360	2104	3599	3783	3621
ENSG00000024862.16	CCDC28A	774	661	432	654	709	697
ENSG00000025039.14	RRAGD	548	429	331	603	709	563
ENSG00000025156.12	HSF2	1646	1349	1030	1570	1557	1596
ENSG00000025293.15	PHF20	3571	2884	2008	2853	3389	3447
ENSG00000025423.11	HSD17B6	147	131	78	124	164	169
ENSG00000025434.18	NR1H3	254	248	173	236	265	359
ENSG00000025708.13	TYMP	157	145	123	176	198	285
ENSG00000025770.18	NCAPH2	4952	4389	3286	3552	3672	4447
ENSG00000025772.7	TOMM34	4581	4023	3698	3268	3470	4331
ENSG00000025796.13	SEC63	3581	2808	2105	2828	3055	2864
ENSG00000025800.13	KPNA6	8600	7293	5990	6056	6538	6650
ENSG00000026025.13	VIM	61	73	59	112	166	144
ENSG00000026036.21	RTEL1-TNFRSF6B	48	48	26	47	55	43
ENSG00000026103.19	FAS	998	883	680	617	744	663
ENSG00000026297.15	RNASET2	305	276	234	243	283	323
ENSG00000026508.16	CD44	6847	5985	4975	5144	5952	5862
ENSG00000026559.13	KCNG1	0	0	0	0	0	1
ENSG00000026652.13	AGPAT4	5	4	6	10	9	2
ENSG00000026751.16	SLAMF7	5276	4785	3571	4416	5303	4870
ENSG00000026950.16	BTN3A1	666	571	463	626	681	712
ENSG00000027001.9	MIPEP	1027	751	534	830	897	938
ENSG00000027075.13	PRKCH	17	15	9	24	35	35
ENSG00000027644.4	INSRR	0	2	1	3	1	3
ENSG00000027697.12	IFNGR1	680	610	419	669	761	775
ENSG00000027847.13	B4GALT7	1030	922	818	798	890	1147
ENSG00000027869.11	SH2D2A	66	73	76	43	57	64
ENSG00000028116.16	VRK2	1362	940	644	961	1115	1003
ENSG00000028137.16	TNFRSF1B	4316	3656	3391	2410	2623	3158
ENSG00000028203.17	VEZT	8117	6983	5414	6313	6889	6957
ENSG00000028277.20	POU2F2	29034	29285	28974	28163	31810	41399
ENSG00000028310.17	BRD9	1291	1132	808	1114	1123	1271
ENSG00000028528.14	SNX1	7734	6492	4931	6361	6950	7492
ENSG00000028839.9	TBPL1	1392	1061	653	1028	1184	1177
ENSG00000029153.14	ARNTL2	1360	1085	686	927	1099	886
ENSG00000029363.15	BCLAF1	10608	8541	6024	7756	8241	8322
ENSG00000029364.11	SLC39A9	8149	7242	5283	6146	7235	6651
ENSG00000029534.19	ANK1	15	15	12	5	7	4
ENSG00000029559.6	IBSP	0	0	0	0	0	0
ENSG00000029639.10	TFB1M	514	491	284	504	537	574
ENSG00000029725.16	RABEP1	7623	6293	4588	5807	6388	6540
ENSG00000029993.14	HMGB3	1831	1472	1086	1612	1729	1885
ENSG00000030066.13	NUP160	10438	8578	5806	8809	10074	8526
ENSG00000030110.12	BAK1	1087	962	726	813	978	1119
ENSG00000030304.13	MUSK	0	0	0	0	0	1
ENSG00000030419.16	IKZF2	583	420	325	612	733	509
ENSG00000030582.16	GRN	25137	23153	22132	17190	20956	24146
ENSG00000031003.10	FAM13B	3972	3311	2616	2792	2867	2894
ENSG00000031081.10	ARHGAP31	698	606	521	593	759	717
ENSG00000031691.6	CENPQ	892	684	467	679	749	723
ENSG00000031698.12	SARS	8191	7139	5750	6740	7478	8777
ENSG00000031823.14	RANBP3	14354	13435	11617	8628	9694	12045
ENSG00000032219.18	ARID4A	3866	3004	2309	3157	3523	3503
ENSG00000032389.12	TSSC1	2201	1874	1424	1574	1811	1990
ENSG00000032444.15	PNPLA6	5858	5180	4250	4389	4860	5783
ENSG00000032742.17	IFT88	654	551	331	646	656	601
ENSG00000033011.11	ALG1	1398	1161	975	1036	1119	1305
ENSG00000033030.13	ZCCHC8	2109	1957	1347	1964	2051	2053
ENSG00000033050.7	ABCF2	8078	6996	5453	6966	7775	8742
ENSG00000033100.14	CHPF2	3684	3217	2684	2510	2935	3125
ENSG00000033122.18	LRRC7	45	47	23	43	45	32
ENSG00000033170.16	FUT8	4105	3572	2606	3213	3703	3549
ENSG00000033178.12	UBA6	5196	3760	2261	4997	5380	4402
ENSG00000033327.12	GAB2	864	808	716	576	626	605
ENSG00000033627.14	ATP6V0A1	9845	8754	7853	6426	7360	8645
ENSG00000033800.13	PIAS1	6398	5727	5063	4546	5261	5340
ENSG00000033867.16	SLC4A7	3046	2234	1210	2833	3164	2471
ENSG00000034053.14	APBA2	1	1	0	0	0	0
ENSG00000034152.18	MAP2K3	4392	4000	3536	3182	3753	4320
ENSG00000034239.10	EFCAB1	0	0	0	0	0	1
ENSG00000034510.5	TMSB10	8534	7814	8225	6103	7328	9536
ENSG00000034533.11	ASTE1	559	448	361	441	470	470
ENSG00000034677.11	RNF19A	2398	1908	1095	1327	1420	1233
ENSG00000034693.14	PEX3	1159	849	558	1032	1214	1176
ENSG00000034713.7	GABARAPL2	4096	3148	1713	3629	4043	3756
ENSG00000034971.14	MYOC	39	32	32	57	52	79
ENSG00000035115.21	SH3YL1	402	320	203	291	340	289
ENSG00000035141.7	FAM136A	4234	3537	2318	3311	3514	3814
ENSG00000035403.16	VCL	608	533	434	1099	1270	1265
ENSG00000035499.12	DEPDC1B	2336	1810	1269	1729	1922	1949
ENSG00000035664.11	DAPK2	248	192	157	142	151	148
ENSG00000035681.7	NSMAF	3687	3005	2012	3172	3474	3489
ENSG00000035687.9	ADSS	3711	2746	1998	3113	3197	3064
ENSG00000035720.7	STAP1	3274	2710	1764	2431	2921	2793
ENSG00000035862.12	TIMP2	903	854	738	629	740	643
ENSG00000035928.14	RFC1	13037	10850	8225	8965	10128	9848
ENSG00000036054.12	TBC1D23	2717	2105	1179	2064	2219	2030
ENSG00000036257.12	CUL3	8990	7121	4998	7810	8538	8639
ENSG00000036448.9	MYOM2	41	28	19	13	14	24
ENSG00000036473.6	OTC	0	1	0	0	0	1
ENSG00000036530.8	CYP46A1	9	18	7	8	13	13
ENSG00000036549.12	ZZZ3	5393	4489	3243	4084	4538	4022
ENSG00000036565.14	SLC18A1	1	0	0	0	0	0
ENSG00000036672.15	USP2	1952	1810	1590	1327	1668	1596
ENSG00000036828.13	CASR	69	67	41	26	31	33
ENSG00000037042.8	TUBG2	320	270	209	278	331	351
ENSG00000037241.7	RPL26L1	497	412	276	358	414	493
ENSG00000037280.15	FLT4	0	0	1	0	0	2
ENSG00000037474.14	NSUN2	9975	7892	5400	7927	8389	9234
ENSG00000037637.10	FBXO42	2387	2040	1600	2027	2327	2248
ENSG00000037749.11	MFAP3	1503	1302	756	1235	1376	1235
ENSG00000037757.13	MRI1	1130	1128	885	959	1002	1080
ENSG00000037897.16	METTL1	1146	1072	887	840	944	1159
ENSG00000037965.5	HOXC8	0	0	2	0	0	3
ENSG00000038002.8	AGA	722	554	348	603	673	576
ENSG00000038210.12	PI4K2B	1710	1203	381	1346	1515	1074
ENSG00000038219.12	BOD1L1	9653	8296	6744	6941	7511	7075
ENSG00000038274.16	MAT2B	2533	1876	1251	4386	4778	4663
ENSG00000038295.7	TLL1	1355	942	690	1212	1286	1351
ENSG00000038358.14	EDC4	7470	6481	5097	5654	5960	6760
ENSG00000038382.17	TRIO	1327	1171	994	916	1148	986
ENSG00000038427.15	VCAN	5	5	5	4	6	1
ENSG00000038532.14	CLEC16A	5076	4611	3885	3917	4403	4774
ENSG00000038945.14	MSR1	23	22	15	15	32	23
ENSG00000039068.18	CDH1	3	4	1	0	1	0
ENSG00000039123.15	SKIV2L2	10958	8186	4904	8060	8956	8623
ENSG00000039139.9	DNAH5	9	6	5	5	7	6
ENSG00000039319.16	ZFYVE16	1589	1128	623	1304	1450	1142
ENSG00000039523.17	FAM65A	261	242	209	285	391	319
ENSG00000039537.13	C6	0	0	0	0	0	0
ENSG00000039560.13	RAI14	8	5	2	0	0	1
ENSG00000039600.10	SOX30	75	54	38	35	39	24
ENSG00000039650.9	PNKP	2775	2594	2057	1979	2136	2586
ENSG00000039987.6	BEST2	14	3	9	5	5	9
ENSG00000040199.18	PHLPP2	2307	1838	1203	2168	2335	2176
ENSG00000040275.16	SPDL1	3540	2841	1965	3088	3144	3032
ENSG00000040341.17	STAU2	1466	1220	911	1758	1882	1777
ENSG00000040487.12	PQLC2	572	596	452	489	572	580
ENSG00000040531.14	CTNS	1568	1345	1186	1326	1488	1689
ENSG00000040608.13	RTN4R	58	43	31	40	66	93
ENSG00000040633.12	PHF23	3493	3209	2758	2509	2897	3588
ENSG00000040731.10	CDH10	0	0	1	0	0	0
ENSG00000040933.15	INPP4A	1797	1509	1021	1462	1582	1422
ENSG00000041353.9	RAB27B	0	2	1	2	0	0
ENSG00000041357.15	PSMA4	16114	12605	8451	11633	12194	13159
ENSG00000041515.15	MYO16	24	7	8	10	8	8
ENSG00000041802.10	LSG1	9375	7891	5579	6632	7398	7982
ENSG00000041880.14	PARP3	359	353	329	422	443	471
ENSG00000041982.15	TNC	3	5	3	4	3	4
ENSG00000041988.15	THAP3	472	430	322	364	423	496
ENSG00000042062.11	FAM65C	18	18	17	15	27	16
ENSG00000042088.13	TDP1	4249	3608	2664	3366	3714	4005
ENSG00000042286.14	AIFM2	1608	1319	1002	1245	1294	1604
ENSG00000042304.10	C2orf83	0	0	2	0	0	0
ENSG00000042317.16	SPATA7	42	39	29	39	48	51
ENSG00000042429.10	MED17	2013	1702	1182	1517	1515	1704
ENSG00000042445.13	RETSAT	1044	918	757	887	1013	1014
ENSG00000042493.15	CAPG	101	100	60	116	140	127
ENSG00000042753.11	AP2S1	4050	3561	2619	3046	3575	4295
ENSG00000042781.12	USH2A	2	2	2	0	5	2
ENSG00000042813.7	ZPBP	7	18	18	11	6	15
ENSG00000042832.11	TG	960	830	614	655	730	771
ENSG00000042980.12	ADAM28	561	457	341	473	525	382
ENSG00000043039.6	BARX2	1	0	0	0	0	0
ENSG00000043093.13	DCUN1D1	3732	2770	1550	2842	2952	2449
ENSG00000043143.20	JADE2	14498	12372	10565	8938	9997	11235
ENSG00000043355.10	ZIC2	8	7	7	4	7	8
ENSG00000043462.11	LCP2	1	0	0	0	0	0
ENSG00000043514.15	TRIT1	1372	1117	777	1185	1343	1391
ENSG00000043591.5	ADRB1	0	0	0	0	0	0
ENSG00000044012.3	GUCA2B	0	0	0	0	0	0
ENSG00000044090.8	CUL7	1322	1212	1019	1050	1178	1360
ENSG00000044115.20	CTNNA1	3409	2799	2073	2730	3174	3102
ENSG00000044446.11	PHKA2	1785	1613	1232	1709	1906	2001
ENSG00000044459.14	CNTLN	1200	1004	716	760	879	813
ENSG00000044524.10	EPHA3	0	0	0	1	0	0
ENSG00000044574.7	HSPA5	38692	30684	23707	29270	32491	35071
ENSG00000046604.12	DSG2	5503	4253	2977	4172	4980	3932
ENSG00000046647.13	GEMIN8	789	700	468	645	703	702
ENSG00000046651.14	OFD1	2779	2381	1665	2153	2412	2268
ENSG00000046653.14	GPM6B	115	119	69	166	171	150
ENSG00000046774.9	MAGEC2	0	0	0	0	0	0
ENSG00000046889.18	PREX2	1	1	1	1	1	2
ENSG00000047056.14	WDR37	1766	1548	1104	1463	1668	1600
ENSG00000047188.15	YTHDC2	7555	6054	4001	6693	7167	6281
ENSG00000047230.14	CTPS2	4627	3911	2778	2932	3532	3127
ENSG00000047249.16	ATP6V1H	2788	2255	1463	2310	2516	2393
ENSG00000047315.14	POLR2B	17553	13447	9044	15299	16682	15612
ENSG00000047346.12	FAM214A	5629	4723	3421	4412	4664	4276
ENSG00000047365.11	ARAP2	1097	869	486	715	849	637
ENSG00000047410.13	TPR	21764	18051	14206	15944	17437	16729
ENSG00000047457.13	CP	10	4	1	4	7	4
ENSG00000047578.12	KIAA0556	1141	1008	851	908	1003	1049
ENSG00000047579.19	DTNBP1	2225	1964	1612	1566	1761	1955
ENSG00000047597.5	XK	137	129	83	183	203	146
ENSG00000047617.14	ANO2	0	0	0	0	0	0
ENSG00000047621.11	C12orf4	1132	859	673	857	950	947
ENSG00000047634.14	SCML1	2	2	1	0	0	1
ENSG00000047644.17	WWC3	4408	3824	3415	2666	3146	3035
ENSG00000047648.21	ARHGAP6	10	9	8	7	7	6
ENSG00000047662.4	FAM184B	11	10	14	13	9	14
ENSG00000047849.21	MAP4	15074	13360	11983	11813	13640	14004
ENSG00000047932.13	GOPC	2313	1793	971	2091	2228	1928
ENSG00000047936.10	ROS1	0	0	0	0	0	0
ENSG00000048028.11	USP28	3337	2704	2067	3209	3334	3444
ENSG00000048052.21	HDAC9	6964	6095	4425	4554	5149	4489
ENSG00000048140.17	TSPAN17	1003	867	726	1000	1150	1281
ENSG00000048162.19	NOP16	2269	2036	1653	1952	2021	2643
ENSG00000048342.15	CC2D2A	14	16	5	10	21	8
ENSG00000048392.11	RRM2B	7568	5271	2786	5161	5646	4807
ENSG00000048405.9	ZNF800	3421	2704	1942	2639	2925	2788
ENSG00000048462.10	TNFRSF17	8661	7162	4517	5998	6847	5991
ENSG00000048471.13	SNX29	6722	5864	5278	3925	4883	4519
ENSG00000048540.14	LMO3	12	19	12	17	24	22
ENSG00000048544.5	MRPS10	3442	2740	1927	2638	2849	2832
ENSG00000048545.13	GUCA1A	1640	1500	1084	1111	1468	1417
ENSG00000048649.13	RSF1	4979	4012	2951	3765	4048	3953
ENSG00000048707.13	VPS13D	4850	3859	3430	3277	3752	3325
ENSG00000048740.17	CELF2	47	42	37	21	30	16
ENSG00000048828.16	FAM120A	15714	13326	9829	10921	12290	13309
ENSG00000048991.16	R3HDM1	6625	6094	5163	4368	4832	5242
ENSG00000049089.13	COL9A2	372	321	279	315	347	379
ENSG00000049130.13	KITLG	0	0	1	0	0	0
ENSG00000049167.13	ERCC8	599	437	319	462	552	538
ENSG00000049192.14	ADAMTS6	188	132	88	150	218	153
ENSG00000049239.12	H6PD	653	656	518	720	764	680
ENSG00000049245.12	VAMP3	1163	904	498	1207	1305	1238
ENSG00000049246.14	PER3	76	54	48	61	64	45
ENSG00000049247.13	UTS2	0	0	0	0	0	0
ENSG00000049249.8	TNFRSF9	2	4	1	5	6	6
ENSG00000049283.17	EPN3	2	1	0	4	2	2
ENSG00000049323.15	LTBP1	9991	8363	6455	7917	8717	8921
ENSG00000049449.8	RCN1	315	312	225	317	365	335
ENSG00000049540.16	ELN	0	2	0	1	0	2
ENSG00000049541.10	RFC2	4659	4002	2936	3386	3773	4283
ENSG00000049618.21	ARID1B	7973	6948	6244	6145	6994	7152
ENSG00000049656.13	CLPTM1L	9853	7943	5797	7309	7713	8678
ENSG00000049759.16	NEDD4L	31891	29966	24756	20023	23253	24202
ENSG00000049768.14	FOXP3	144	145	175	64	83	106
ENSG00000049769.12	PPP1R3F	182	166	166	168	182	218
ENSG00000049860.13	HEXB	1586	1322	990	1454	1726	1711
ENSG00000049883.14	PTCD2	1753	1544	1016	1539	1634	1488
ENSG00000050030.13	KIAA2022	1	0	0	2	0	0
ENSG00000050130.17	JKAMP	1415	1012	788	1359	1465	1582
ENSG00000050165.17	DKK3	0	1	0	1	0	0
ENSG00000050327.14	ARHGEF5	186	127	120	224	231	291
ENSG00000050344.8	NFE2L3	968	867	609	602	625	608
ENSG00000050393.11	MCUR1	4203	3418	2616	3084	3528	3316
ENSG00000050405.13	LIMA1	4161	3328	2490	4317	4895	4632
ENSG00000050426.15	LETMD1	2696	2225	1608	2593	2796	2862
ENSG00000050438.16	SLC4A8	245	186	194	193	237	213
ENSG00000050555.17	LAMC3	2	6	10	5	1	2
ENSG00000050628.20	PTGER3	9	4	3	7	6	5
ENSG00000050730.15	TNIP3	15	17	10	13	21	16
ENSG00000050748.17	MAPK9	2412	1926	1385	2217	2397	2445
ENSG00000050767.15	COL23A1	4	6	2	3	1	0
ENSG00000050820.16	BCAR1	2521	2357	2208	2174	2400	3256
ENSG00000051009.10	FAM160A2	1691	1549	1286	1226	1374	1586
ENSG00000051108.14	HERPUD1	32109	29702	24438	15359	17007	17899
ENSG00000051128.18	HOMER3	25	19	13	9	18	24
ENSG00000051180.16	RAD51	2556	1838	1216	1693	1673	2019
ENSG00000051341.13	POLQ	4458	3342	2064	3682	3897	3495
ENSG00000051382.8	PIK3CB	3565	2719	1725	2696	3038	2860
ENSG00000051523.10	CYBA	9977	9242	8328	6775	7499	10506
ENSG00000051596.9	THOC3	429	409	319	297	362	424
ENSG00000051620.10	HEBP2	1221	938	724	1080	1179	1290
ENSG00000051825.14	MPHOSPH9	4769	3723	2506	3320	3652	3253
ENSG00000052126.14	PLEKHA5	7	4	6	10	13	4
ENSG00000052344.15	PRSS8	2	0	0	1	3	1
ENSG00000052723.11	SIKE1	3581	2722	1690	2961	3276	2863
ENSG00000052749.13	RRP12	4941	4152	3265	4054	4282	5196
ENSG00000052795.12	FNIP2	960	740	552	841	1029	802
ENSG00000052802.12	MSMO1	5857	5556	3748	6360	7627	6795
ENSG00000052841.14	TTC17	5713	4714	3368	4125	4566	4460
ENSG00000052850.5	ALX4	5	2	1	0	4	2
ENSG00000053108.16	FSTL4	0	0	0	0	1	0
ENSG00000053254.15	FOXN3	6767	5781	4655	3989	4582	4077
ENSG00000053328.8	METTL24	0	0	0	0	0	0
ENSG00000053371.12	AKR7A2	1963	1739	1428	1525	1854	2056
ENSG00000053372.4	MRTO4	5710	5061	3750	4484	4732	5827
ENSG00000053438.8	NNAT	411	436	396	229	252	331
ENSG00000053501.12	USE1	1070	882	864	669	748	986
ENSG00000053524.11	MCF2L2	158	139	100	150	163	152
ENSG00000053702.14	NRIP2	129	115	88	78	77	82
ENSG00000053747.15	LAMA3	36	22	13	12	9	6
ENSG00000053770.11	AP5M1	4972	3906	2272	4024	4388	4070
ENSG00000053900.10	ANAPC4	1393	1156	737	1160	1302	1232
ENSG00000053918.15	KCNQ1	1315	1229	1094	1101	1322	1545
ENSG00000054116.11	TRAPPC3	2687	2320	1647	2035	2144	2616
ENSG00000054118.13	THRAP3	21101	17926	14876	15178	16770	17657
ENSG00000054148.17	PHPT1	1913	1811	1417	1447	1618	2266
ENSG00000054179.11	ENTPD2	1	2	1	0	0	2
ENSG00000054219.10	LY75	503	422	254	438	504	416
ENSG00000054267.20	ARID4B	5056	4088	2981	3806	4119	3550
ENSG00000054277.12	OPN3	89	67	35	118	97	103
ENSG00000054282.15	SDCCAG8	856	669	464	662	742	748
ENSG00000054356.13	PTPRN	3	4	5	3	6	8
ENSG00000054392.12	HHAT	245	176	110	160	152	153
ENSG00000054523.17	KIF1B	1229	906	735	791	1052	879
ENSG00000054598.6	FOXC1	1057	985	805	920	1086	1226
ENSG00000054611.13	TBC1D22A	3238	2921	2417	2333	2693	3016
ENSG00000054654.15	SYNE2	13308	11146	10112	8794	10328	8303
ENSG00000054690.13	PLEKHH1	8	13	6	13	18	12
ENSG00000054793.13	ATP9A	107	97	69	53	78	32
ENSG00000054796.12	SPO11	0	0	0	0	0	1
ENSG00000054803.3	CBLN4	0	0	0	0	0	0
ENSG00000054938.15	CHRDL2	1	5	2	1	0	1
ENSG00000054965.10	FAM168A	1811	1682	1397	1276	1493	1456
ENSG00000054967.12	RELT	2375	2231	1762	1678	1780	2139
ENSG00000054983.16	GALC	334	253	191	273	313	345
ENSG00000055044.10	NOP58	15797	12463	9309	11179	11909	13015
ENSG00000055070.16	SZRD1	9523	8407	7763	7504	8447	10668
ENSG00000055118.14	KCNH2	3108	2813	2616	1913	2267	2676
ENSG00000055130.15	CUL1	9634	7855	5792	7621	8494	9095
ENSG00000055147.17	FAM114A2	1788	1340	864	1459	1523	1348
ENSG00000055163.18	CYFIP2	31729	28565	24031	29084	34936	33395
ENSG00000055208.17	TAB2	6019	4877	4417	4682	5046	5217
ENSG00000055211.12	GINM1	1081	893	518	898	987	1002
ENSG00000055332.16	EIF2AK2	4675	3828	2732	4363	4963	4144
ENSG00000055483.19	USP36	7991	7526	6725	5578	6259	7321
ENSG00000055609.17	KMT2C	10065	8079	8333	7376	8624	7684
ENSG00000055732.12	MCOLN3	219	195	129	184	207	178
ENSG00000055813.5	CCDC85A	0	0	0	0	0	0
ENSG00000055917.15	PUM2	12389	9665	6524	8451	9590	8616
ENSG00000055950.16	MRPL43	1372	1210	1099	1058	1188	1492
ENSG00000055955.15	ITIH4	7	11	6	5	16	8
ENSG00000055957.10	ITIH1	2	4	0	1	1	0
ENSG00000056050.6	C4orf27	972	731	477	794	862	851
ENSG00000056097.15	ZFR	10445	9062	7600	7818	8415	8785
ENSG00000056277.15	ZNF280C	443	397	272	350	413	329
ENSG00000056291.17	NPFFR2	1	0	0	1	0	0
ENSG00000056487.15	PHF21B	27	8	19	13	30	26
ENSG00000056558.10	TRAF1	3554	3535	2987	2842	3231	3031
ENSG00000056586.15	RC3H2	6393	5011	3435	5221	5995	4921
ENSG00000056736.9	IL17RB	1536	1407	882	1491	1671	1373
ENSG00000056972.18	TRAF3IP2	961	856	793	879	987	1176
ENSG00000056998.18	GYG2	10	3	2	2	0	0
ENSG00000057019.15	DCBLD2	736	596	354	391	503	417
ENSG00000057149.14	SERPINB3	0	0	0	0	0	0
ENSG00000057252.12	SOAT1	3414	2794	1885	3499	3863	3492
ENSG00000057294.13	PKP2	9	8	3	6	5	8
ENSG00000057468.6	MSH4	6	6	2	8	6	7
ENSG00000057593.13	F7	0	0	0	0	0	0
ENSG00000057608.16	GDI2	37672	30101	21940	28127	31543	33428
ENSG00000057657.14	PRDM1	905	787	701	420	463	550
ENSG00000057663.12	ATG5	1480	1064	751	1269	1450	1493
ENSG00000057704.10	TMCC3	64	62	38	88	107	73
ENSG00000057757.9	PITHD1	5745	4470	3018	3944	4227	4898
ENSG00000057935.13	MTA3	9632	7831	6192	6570	7138	7979
ENSG00000058056.8	USP13	6631	5168	3706	4997	5853	5142
ENSG00000058063.15	ATP11B	11113	8575	5518	8604	9673	8039
ENSG00000058085.14	LAMC2	6	11	0	3	16	10
ENSG00000058091.16	CDK14	6439	5085	3730	5756	6403	5941
ENSG00000058262.9	SEC61A1	25156	21407	16121	18873	21272	22455
ENSG00000058272.16	PPP1R12A	7476	6240	4423	5861	6412	6654
ENSG00000058335.15	RASGRF1	265	301	299	167	217	211
ENSG00000058404.19	CAMK2B	10	8	3	9	11	8
ENSG00000058453.16	CROCC	412	420	299	437	534	479
ENSG00000058600.15	POLR3E	6064	5203	3742	4851	5308	6161
ENSG00000058668.14	ATP2B4	1700	1477	1218	1161	1480	1219
ENSG00000058673.15	ZC3H11A	7556	6402	4342	6318	6871	5880
ENSG00000058729.10	RIOK2	2605	1931	1193	1770	1894	1883
ENSG00000058799.13	YIPF1	1460	1239	970	986	1155	1257
ENSG00000058804.11	NDC1	12555	9745	7026	11171	12099	11105
ENSG00000058866.14	DGKG	1611	1347	1170	775	803	993
ENSG00000059122.16	FLYWCH1	2342	2041	1653	1789	1938	2109
ENSG00000059145.18	UNKL	1526	1391	1117	953	953	1177
ENSG00000059377.15	TBXAS1	2	0	0	2	0	2
ENSG00000059378.12	PARP12	1305	1224	898	976	1100	1358
ENSG00000059573.8	ALDH18A1	8440	6753	4698	6899	8057	8606
ENSG00000059588.9	TARBP1	2111	1720	951	1814	2024	1650
ENSG00000059691.11	GATB	2066	1906	1312	1577	1842	2114
ENSG00000059728.10	MXD1	1334	1181	923	902	1007	922
ENSG00000059758.7	CDK17	2436	1992	1475	1827	2073	1716
ENSG00000059769.19	DNAJC25	523	421	273	484	488	468
ENSG00000059804.15	SLC2A3	515	390	308	497	619	542
ENSG00000059915.16	PSD	36	31	28	37	50	44
ENSG00000060069.16	CTDP1	2054	1748	1489	1821	1979	2292
ENSG00000060138.12	YBX3	4171	3779	3309	4325	5005	5795
ENSG00000060140.8	STYK1	14	16	16	8	14	12
ENSG00000060237.16	WNK1	26057	22195	21336	19799	22700	23151
ENSG00000060339.13	CCAR1	10677	9467	7863	8344	9166	10074
ENSG00000060491.16	OGFR	5540	4979	4224	3697	4063	5227
ENSG00000060558.3	GNA15	1	4	0	3	1	1
ENSG00000060566.13	CREB3L3	2	0	0	0	0	0
ENSG00000060642.10	PIGV	660	541	386	525	647	610
ENSG00000060656.19	PTPRU	26	35	22	44	56	47
ENSG00000060688.12	SNRNP40	5568	4698	3231	4214	4616	5065
ENSG00000060709.13	RIMBP2	0	0	2	1	0	2
ENSG00000060718.19	COL11A1	0	0	0	0	0	0
ENSG00000060749.14	QSER1	5699	4472	3714	5125	5709	4956
ENSG00000060762.18	MPC1	1475	1136	769	1164	1239	1292
ENSG00000060971.17	ACAA1	1477	1242	885	1149	1250	1428
ENSG00000060982.14	BCAT1	16997	12792	6854	14213	15941	12554
ENSG00000061273.17	HDAC7	10506	9639	8035	7943	9192	10433
ENSG00000061337.15	LZTS1	254	275	209	162	216	199
ENSG00000061455.10	PRDM6	1	4	2	3	3	3
ENSG00000061492.11	WNT8A	0	0	0	0	1	0
ENSG00000061656.9	SPAG4	39	46	36	64	69	69
ENSG00000061676.14	NCKAP1	496	383	240	617	589	589
ENSG00000061794.12	MRPS35	5063	3991	2444	3962	4494	4492
ENSG00000061918.12	GUCY1B3	0	0	0	0	0	0
ENSG00000061936.9	SFSWAP	6351	6183	5454	4388	4761	5996
ENSG00000061938.16	TNK2	7167	7081	6116	5143	5846	6561
ENSG00000061987.14	MON2	3830	2844	1890	2910	3239	2715
ENSG00000062038.13	CDH3	2	1	0	2	0	1
ENSG00000062096.14	ARSF	0	0	0	0	0	0
ENSG00000062194.15	GPBP1	8223	6398	4724	5902	6468	6378
ENSG00000062282.14	DGAT2	88	81	41	67	103	98
ENSG00000062370.16	ZNF112	0	0	0	0	0	1
ENSG00000062485.18	CS	13855	12209	9755	11367	12555	13960
ENSG00000062524.15	LTK	17	10	8	12	7	16
ENSG00000062582.13	MRPS24	75	64	61	62	79	85
ENSG00000062598.17	ELMO2	4207	3565	2889	3333	3591	4282
ENSG00000062650.17	WAPL	7302	5620	4074	6226	6789	6267
ENSG00000062716.10	VMP1	4595	3946	2707	3290	3719	3871
ENSG00000062725.9	APPBP2	3204	2541	1678	2595	2774	2707
ENSG00000062822.12	POLD1	8338	7376	5921	5934	6593	7750
ENSG00000063015.19	SEZ6	12	5	9	5	12	5
ENSG00000063046.17	EIF4B	18244	15421	11630	15222	17373	17548
ENSG00000063127.15	SLC6A16	164	131	118	145	124	158
ENSG00000063169.10	GLTSCR1	2559	2594	3110	1657	1802	2301
ENSG00000063176.15	SPHK2	2022	1876	1798	1428	1525	1924
ENSG00000063177.12	RPL18	52037	46927	40842	37544	43155	56079
ENSG00000063180.8	CA11	28	14	18	26	24	23
ENSG00000063241.7	ISOC2	3084	2967	2731	2300	2565	3686
ENSG00000063244.12	U2AF2	35050	31383	26823	20628	22829	28503
ENSG00000063245.14	EPN1	15461	14190	14063	9267	10123	13393
ENSG00000063322.13	MED29	4658	4274	3696	2800	3151	3689
ENSG00000063438.16	AHRR	125	85	78	81	89	113
ENSG00000063515.2	GSC2	2	0	0	0	0	0
ENSG00000063587.13	ZNF275	2654	2179	1826	2237	2459	2397
ENSG00000063601.16	MTMR1	6511	5273	3825	4755	5294	5313
ENSG00000063660.8	GPC1	161	137	111	153	181	200
ENSG00000063761.15	ADCK1	540	486	406	466	526	592
ENSG00000063854.12	HAGH	553	465	346	475	538	716
ENSG00000063978.15	RNF4	5595	4928	4043	3507	4042	4430
ENSG00000064012.21	CASP8	2394	1972	1311	1783	1791	1947
ENSG00000064042.17	LIMCH1	0	0	2	3	0	1
ENSG00000064102.14	ASUN	6197	4841	3329	5131	5584	5466
ENSG00000064115.10	TM7SF3	4438	3406	2291	3186	3656	3613
ENSG00000064195.7	DLX3	1	3	0	0	1	2
ENSG00000064199.6	SPA17	123	103	80	93	98	100
ENSG00000064201.15	TSPAN32	6	14	4	20	11	17
ENSG00000064205.10	WISP2	3	4	1	1	4	2
ENSG00000064218.4	DMRT3	8	4	2	4	5	3
